city,state,ev_network,total_stations,total_ports,dc_fast_pct,level2_pct,rolling_avg_ports
Glendora,CA,NAYAX_ENERGY,1,8,100.0,0.0,14.4
Fontana,CA,Blink Network,2,8,0.0,100.0,8.57
Oakhurst,CA,ChargePoint Network,5,8,25.0,75.0,8.71
Irvine,CA,EV Connect,1,8,0.0,100.0,9.14
North Hollywood,CA,EV Connect,2,8,50.0,50.0,8.86
Santa Monica,CA,CHARGELAB,1,8,0.0,100.0,16.0
Redlands,CA,Tesla Destination,2,8,0.0,100.0,8.43
Morro Bay,CA,Tesla,1,8,100.0,0.0,8.86
Oxnard,CA,eVgo Network,1,8,100.0,0.0,8.0
Corte Madera,CA,Blink Network,2,8,0.0,100.0,8.43
Ventura,CA,Tesla Destination,3,8,0.0,100.0,8.29
Tracy,CA,LOOP,1,8,0.0,100.0,9.57
Alturas,CA,Tesla,1,8,100.0,0.0,8.57
Kirkwood,CA,Tesla Destination,1,8,0.0,100.0,8.14
San Leandro,CA,Non-Networked,1,8,0.0,100.0,8.43
Hesperia,CA,eVgo Network,1,8,100.0,0.0,8.0
Big Sur,CA,Tesla,1,8,100.0,0.0,8.29
San Leandro,CA,eVgo Network,2,8,100.0,0.0,8.0
Covina,CA,NAYAX_ENERGY,1,8,100.0,0.0,13.33
Costa Mesa,CA,Non-Networked,4,8,12.5,87.5,8.29
Yreka,CA,ELECTRIC_ERA,1,8,100.0,0.0,8.0
Santa Maria,CA,EVGATEWAY,1,8,100.0,0.0,8.57
Atascadero,CA,AMPUP,1,8,0.0,100.0,9.86
Susanville,CA,Tesla,1,8,100.0,0.0,8.0
McFarland,CA,Tesla,1,8,100.0,0.0,8.0
Cathedral City,CA,Tesla,1,8,100.0,0.0,8.0
Palm Springs,CA,DIRT_ROAD,2,8,0.0,100.0,20.33
Rancho Santa Margarita,CA,eVgo Network,1,8,100.0,0.0,8.0
El Portal,CA,Tesla,1,8,100.0,0.0,8.0
El Centro,CA,Non-Networked,1,8,0.0,100.0,8.14
Benicia,CA,ChargePoint Network,5,8,0.0,100.0,8.57
El Segundo,CA,CHARGELAB,1,8,0.0,100.0,13.0
SANTA MARIA,CA,ChargePoint Network,4,8,0.0,100.0,8.43
Escondido,CA,eVgo Network,2,8,100.0,0.0,8.0
Fresno,CA,LOOP,1,8,0.0,100.0,9.29
Manteca,CA,AMPUP,1,8,0.0,100.0,9.0
West Hollywood,CA,Blink Network,1,8,0.0,100.0,8.29
Farmersville,CA,ChargePoint Network,5,8,0.0,100.0,8.29
Novato,CA,Electrify America,1,8,100.0,0.0,8.86
Lemoore,CA,CHARGELAB,1,8,0.0,100.0,10.57
Santa Ana,CA,EVGATEWAY,1,8,100.0,0.0,8.29
Hesperia,CA,ChargePoint Network,5,8,25.0,75.0,8.14
San Rafael,CA,Tesla,1,8,100.0,0.0,8.0
Ontario,CA,Electrify America,1,8,100.0,0.0,8.57
San Diego,CA,CHARGELAB,1,8,0.0,100.0,9.29
"Lake Forest,",CA,Blink Network,1,8,0.0,100.0,8.14
Lancaster,CA,CIRCLE_K,2,8,100.0,0.0,8.0
Lompoc,CA,CHARGIE,1,8,0.0,100.0,42.14
Carmel Valley,CA,Blink Network,2,8,0.0,100.0,8.0
Portola,CA,EVRANGE,1,8,100.0,0.0,17.43
Santa Ana,CA,Non-Networked,1,8,0.0,100.0,8.0
Burlingame,CA,eVgo Network,1,8,100.0,0.0,8.0
Fountain Valley,CA,EVCS,1,8,100.0,0.0,8.57
Santa Clara,CA,EVGATEWAY,1,8,100.0,0.0,8.0
Ladera Ranch,CA,eVgo Network,1,8,100.0,0.0,8.0
San Leandro,CA,Electrify America,2,8,87.5,12.5,8.29
Novato,CA,Non-Networked,5,8,0.0,100.0,8.0
Santa Barbara,CA,Non-Networked,4,8,0.0,100.0,8.0
Buena Park,CA,Non-Networked,2,8,62.5,37.5,8.0
Baldwin Park,CA,eVgo Network,1,8,100.0,0.0,8.0
Burney,CA,Tesla,1,8,100.0,0.0,8.0
Campo,CA,ChargePoint Network,5,8,0.0,100.0,8.0
Menlo Park,CA,CHARGELAB,1,8,0.0,100.0,8.43
Portola Valley,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Twentynine Palms,CA,Tesla,1,8,100.0,0.0,8.0
Big Bear Lake,CA,Tesla Destination,2,8,0.0,100.0,8.0
Placerville,CA,RIVIAN_ADVENTURE,1,8,100.0,0.0,9.71
San Ramon,CA,Tesla Destination,2,8,0.0,100.0,8.0
Sonoma,CA,Tesla,1,8,100.0,0.0,8.0
Valley Village,CA,eVgo Network,1,8,100.0,0.0,8.0
Joshua Tree,CA,TURNONGREEN,2,8,0.0,100.0,9.8
Moffett Field,CA,Non-Networked,1,8,100.0,0.0,8.0
Daly City,CA,IONNA,1,8,100.0,0.0,11.2
Laguna Hills,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Simi Valley,CA,TURNONGREEN,1,8,0.0,100.0,9.5
Colusa,CA,Tesla Destination,1,8,0.0,100.0,8.0
Porterville,CA,CHAEVI,2,8,75.0,25.0,11.5
Bodega Bay,CA,EVCS,1,8,100.0,0.0,8.29
San Mateo,CA,Electrify America,2,8,100.0,0.0,8.14
Calexico,CA,EVRANGE,1,8,100.0,0.0,13.0
Santa Monica,CA,EV Connect,1,8,0.0,100.0,8.57
Arroyo Grande,CA,Tesla,1,8,100.0,0.0,8.0
Arcadia,CA,EV Connect,2,8,0.0,100.0,8.43
Long Beach,CA,Electrify America,1,8,100.0,0.0,8.0
Lawndale,CA,Tesla,1,8,100.0,0.0,8.0
Rowland Heights,CA,Tesla,1,8,100.0,0.0,8.0
La Jolla,CA,Tesla Destination,2,8,0.0,100.0,8.0
Lancaster,CA,Tesla Destination,1,8,0.0,100.0,8.0
Santee,CA,CHAEVI,1,8,100.0,0.0,10.8
San Anselmo,CA,Tesla,1,8,100.0,0.0,8.0
Half Moon Bay,CA,eVgo Network,1,8,100.0,0.0,8.0
Santa Ynez,CA,Tesla,1,8,100.0,0.0,8.0
Quincy,CA,Tesla,1,8,100.0,0.0,8.0
Redding,CA,eVgo Network,1,8,100.0,0.0,8.0
West Hollywood,CA,Tesla,1,8,100.0,0.0,8.0
La Puente,CA,eVgo Network,2,8,100.0,0.0,8.0
Chico,CA,LOOP,2,8,0.0,100.0,9.0
Montclair,CA,ChargePoint Network,5,8,0.0,100.0,8.0
Pacific Palisades,CA,Tesla,1,8,100.0,0.0,8.0
Los Alamos,CA,Tesla,1,8,100.0,0.0,8.0
Agoura Hills,CA,Blink Network,2,8,0.0,100.0,8.0
Montecito,CA,Tesla,1,8,100.0,0.0,8.0
Hermosa Beach,CA,EV Connect,1,8,0.0,100.0,8.29
Los Banos,CA,ChargePoint Network,5,8,0.0,100.0,8.0
Yucaipa,CA,Blink Network,2,8,0.0,100.0,8.0
Firebaugh,CA,Electrify America,2,8,75.0,25.0,8.0
West Hills,CA,FLO,1,8,0.0,100.0,66.71
West Covina,CA,NAYAX_ENERGY,1,8,100.0,0.0,12.57
Beverly Hills,CA,Non-Networked,1,8,0.0,100.0,8.0
Torrance,CA,Non-Networked,5,8,12.5,87.5,8.0
Concord,CA,Electrify America,2,8,87.5,12.5,8.0
Salinas,CA,EVRANGE,1,8,100.0,0.0,11.29
Alpine,CA,Tesla Destination,2,8,0.0,100.0,8.0
Calipatria,CA,EVRANGE,1,8,100.0,0.0,9.86
Universal City,CA,Tesla,1,8,100.0,0.0,8.0
Marina,CA,EVBOLT,2,8,0.0,100.0,8.0
Costa Mesa,CA,eVgo Network,2,8,100.0,0.0,8.0
Bell,CA,Tesla,1,8,100.0,0.0,8.0
Rolling Hills Estates,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Van Nuys,CA,Tesla,1,8,100.0,0.0,8.0
West Hollywood,CA,EVCS,1,8,100.0,0.0,8.14
Redondo Beach,CA,Tesla,1,8,100.0,0.0,8.0
San Jose,CA,ABM,1,8,0.0,100.0,16.8
Stinson Beach,CA,Non-Networked,2,8,0.0,100.0,8.0
Solana Beach,CA,Blink Network,4,8,0.0,100.0,8.0
Anderson,CA,Tesla,1,8,100.0,0.0,8.0
Mission Viejo,CA,LOOP,2,8,0.0,100.0,8.71
Seal Beach,CA,Electrify America,2,8,100.0,0.0,8.0
Oroville,CA,Tesla,1,8,100.0,0.0,8.0
Garden Grove,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Santa Clara,CA,Tesla Destination,3,8,0.0,100.0,8.0
Weed,CA,ELECTRIC_ERA,1,8,100.0,0.0,8.0
Upper Lake,CA,Tesla,1,8,100.0,0.0,8.0
Carlsbad,CA,eVgo Network,2,8,100.0,0.0,8.0
Solana Beach,CA,Tesla,1,8,100.0,0.0,8.0
LANCASTER,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Westlake Village,CA,Tesla Destination,2,8,0.0,100.0,8.0
Berkeley,CA,Electrify America,1,8,100.0,0.0,8.0
Chatsworth,CA,Tesla,1,8,100.0,0.0,8.0
Thousand Oaks,CA,Blink Network,4,8,0.0,100.0,8.0
Union City,CA,eVgo Network,2,8,100.0,0.0,8.0
Loomis,CA,Tesla,1,8,100.0,0.0,8.0
Concord,CA,EVCS,1,8,25.0,75.0,8.0
Santa Rosa,CA,OpConnect,1,8,0.0,100.0,32.57
Brawley,CA,EVRANGE,1,8,100.0,0.0,9.14
Santa Clara,CA,TURNONGREEN,1,8,0.0,100.0,9.29
Madera,CA,eVgo Network,2,8,100.0,0.0,8.0
San Jose,CA,7CHARGE,2,8,100.0,0.0,8.0
Fallbrook,CA,Non-Networked,1,8,100.0,0.0,8.0
Santa Ysabel,CA,Tesla,1,8,100.0,0.0,8.0
Gilroy,CA,Electrify America,1,8,100.0,0.0,8.0
Palm Springs,CA,Blink Network,3,8,50.0,50.0,8.0
Riverside,CA,Electrify America,3,8,50.0,50.0,8.0
Santa Ana,CA,LOOP,1,8,0.0,100.0,8.43
Milpitas,CA,eVgo Network,1,8,100.0,0.0,8.0
San Juan Capistrano,CA,eVgo Network,1,8,100.0,0.0,8.0
Baker,CA,EVGATEWAY,1,8,100.0,0.0,8.0
Garden Grove,CA,Tesla Destination,1,8,0.0,100.0,8.0
El Centro,CA,EVRANGE,1,8,100.0,0.0,8.57
Tuolumne,CA,Tesla Destination,1,8,0.0,100.0,8.0
Monterey Park,CA,FLITWAY,1,8,0.0,100.0,8.0
Lincoln,CA,Tesla,1,8,100.0,0.0,8.0
Lynwood,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Marysville,CA,Tesla,1,8,100.0,0.0,8.0
Corning,CA,Tesla,1,8,100.0,0.0,8.0
Van Nuys,CA,EVCS,1,8,0.0,100.0,8.0
Diamond Bar,CA,NOODOE,3,8,0.0,100.0,11.29
SAN CARLOS,CA,eVgo Network,1,8,100.0,0.0,8.0
Dana Point,CA,Tesla Destination,3,8,0.0,100.0,8.0
Mount Shasta,CA,ELECTRIC_ERA,1,8,100.0,0.0,8.0
Woodlake,CA,ChargePoint Network,5,8,0.0,100.0,8.0
Arnold,CA,Tesla,1,8,100.0,0.0,8.0
Firebaugh,CA,RIVIAN_ADVENTURE,1,8,100.0,0.0,9.14
Rancho Santa Fe,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Alameda,CA,Blink Network,3,8,0.0,100.0,8.0
Redwood City,CA,Tesla,1,8,100.0,0.0,8.0
Sonora,CA,Tesla,1,8,100.0,0.0,8.0
Williams,CA,ELECTRIC_ERA,1,8,100.0,0.0,8.0
Irvine,CA,EVCS,1,8,100.0,0.0,8.0
Beverly Hills,CA,AMPUP,1,8,0.0,100.0,8.71
Rosemead,CA,Electrify America,2,8,100.0,0.0,8.0
Rancho Mirage,CA,EVCS,2,8,0.0,100.0,8.0
Delano,CA,Electrify America,1,8,100.0,0.0,8.0
Redlands,CA,eVgo Network,1,8,100.0,0.0,8.0
Fair Oaks,CA,ChargePoint Network,5,8,0.0,100.0,8.0
Victorville,CA,CIRCLE_K,2,8,100.0,0.0,8.0
Pleasanton,CA,EVGATEWAY,1,8,100.0,0.0,8.0
Yountville,CA,ChargePoint Network,4,8,0.0,100.0,8.0
Half Moon Bay,CA,Tesla Destination,1,8,0.0,100.0,8.0
Folsom,CA,Electrify America,3,8,50.0,50.0,8.0
Cloverdale,CA,ChargePoint Network,5,8,25.0,75.0,8.0
Sacramento,CA,RIVIAN_ADVENTURE,1,8,100.0,0.0,8.57
Tustin,CA,Blink Network,1,8,100.0,0.0,8.0
Sunnyvale,CA,Electrify America,2,8,87.5,12.5,8.0
Weaverville,CA,Tesla,1,8,100.0,0.0,8.0
Orange,CA,LOOP,1,8,0.0,100.0,8.14
Barstow,CA,Electrify America,1,8,100.0,0.0,8.0
Fish Camp,CA,Tesla,1,8,100.0,0.0,8.0
South San Francisco,CA,EVGATEWAY,1,8,100.0,0.0,8.0
San Ramon,CA,EVPASSPORT,2,8,50.0,50.0,8.0
Burbank,CA,EV Connect,2,7,0.0,100.0,8.0
Rancho Cucamonga,CA,Blink Network,2,7,0.0,100.0,7.86
Brea,CA,Blink Network,1,7,0.0,100.0,7.71
Ukiah,CA,Non-Networked,2,7,0.0,100.0,7.86
Bakersfield,CA,Non-Networked,3,7,14.29,85.71,7.71
Torrance,CA,EV Connect,3,7,0.0,100.0,7.71
Murphys,CA,Tesla Destination,3,7,0.0,100.0,7.86
Sonora,CA,ChargePoint Network,4,7,0.0,100.0,7.86
Petaluma,CA,Non-Networked,2,7,28.57,71.43,7.57
Rancho Santa Margarita,CA,LOOP,1,7,0.0,100.0,7.86
Brawley,CA,DIRT_ROAD,1,7,28.57,71.43,17.0
Huntington Beach,CA,LOOP,1,7,28.57,71.43,7.71
Long Beach,CA,EV Connect,2,7,100.0,0.0,7.57
Northridge,CA,AMPUP,7,7,0.0,100.0,8.29
Encinitas,CA,eVgo Network,2,7,100.0,0.0,7.86
Coronado,CA,OpConnect,2,7,0.0,100.0,17.14
Thousand Oaks,CA,Non-Networked,4,7,14.29,85.71,7.43
Groveland,CA,ChargePoint Network,5,7,42.86,57.14,7.71
North Hollywood,CA,FLO,7,7,0.0,100.0,12.14
Solana Beach,CA,Tesla Destination,2,7,0.0,100.0,7.71
Elk Grove,CA,Non-Networked,4,7,57.14,42.86,7.29
Carmel Valley,CA,Tesla Destination,2,7,0.0,100.0,7.57
Sonoma,CA,SYNERGEV,1,7,0.0,100.0,18.67
Fremont,CA,Electrify America,2,7,85.71,14.29,7.86
Santee,CA,Non-Networked,1,7,0.0,100.0,7.14
Calabasas,CA,eVgo Network,3,7,100.0,0.0,7.71
Lincoln,CA,Blink Network,1,7,0.0,100.0,7.57
Yuba City,CA,EVCS,1,7,0.0,100.0,7.86
Calimesa,CA,EV Connect,1,7,0.0,100.0,7.43
Redwood City,CA,eVgo Network,2,7,85.71,14.29,7.57
Coalinga,CA,ChargePoint Network,6,7,42.86,57.14,7.57
Van Nuys,CA,Tesla Destination,2,7,0.0,100.0,7.43
Windsor,CA,ChargePoint Network,5,7,0.0,100.0,7.43
Huntington Beach,CA,eVgo Network,2,7,85.71,14.29,7.43
Beaumont,CA,ChargePoint Network,6,7,71.43,28.57,7.29
Pleasanton,CA,LOOP,2,7,0.0,100.0,7.57
Groveland,CA,Tesla,1,7,100.0,0.0,7.86
Lamont,CA,LOOP,2,7,0.0,100.0,7.43
Glendora,CA,LOOP,1,7,0.0,100.0,7.29
Rialto,CA,LOOP,1,7,0.0,100.0,7.14
Oakhurst,CA,Tesla Destination,3,7,0.0,100.0,7.29
Glendale,CA,Electrify America,2,7,85.71,14.29,7.71
Wasco,CA,EVCS,3,7,14.29,85.71,7.71
Redding,CA,Tesla Destination,3,7,0.0,100.0,7.14
Mojave,CA,EV Connect,2,7,14.29,85.71,7.29
Santa Fe Springs,CA,ChargePoint Network,4,7,0.0,100.0,7.14
Ventura,CA,Blink Network,3,7,0.0,100.0,7.43
Chatsworth,CA,Non-Networked,5,7,0.0,100.0,7.0
Lemoore,CA,ChargePoint Network,4,7,14.29,85.71,7.0
Coronado,CA,NOODOE,1,7,0.0,100.0,10.14
Van Nuys,CA,POWERFLEX,1,7,0.0,100.0,11.0
Hollister,CA,EVCS,2,7,28.57,71.43,7.57
Sacramento,CA,TURNONGREEN,1,7,0.0,100.0,8.29
Richmond,CA,Blink Network,4,7,0.0,100.0,7.29
Olympic Valley,CA,Tesla Destination,1,7,0.0,100.0,7.0
Lebec,CA,ChargePoint Network,5,7,42.86,57.14,7.0
Pasadena,CA,Blink Network,3,7,14.29,85.71,7.14
Paso Robles,CA,AMPUP,1,7,0.0,100.0,7.86
Oregon House,CA,AMPUP,1,7,0.0,100.0,7.57
San Rafael,CA,Blink Network,1,7,0.0,100.0,7.0
Corona,CA,CIRCLE_K,1,7,100.0,0.0,7.67
Corning,CA,CHARGELAB,1,7,0.0,100.0,7.86
El Cajon,CA,LOOP,1,7,28.57,71.43,7.0
El Dorado Hills,CA,Non-Networked,3,7,0.0,100.0,7.0
Mendocino,CA,Non-Networked,2,7,0.0,100.0,7.0
Bloomington,CA,ChargePoint Network,6,7,0.0,100.0,7.0
Thousand Oaks,CA,Electrify America,1,6,100.0,0.0,7.43
Cabazon,CA,eVgo Network,1,6,66.67,33.33,7.14
Coalinga,CA,Electrify America,1,6,100.0,0.0,7.14
Borrego Springs,CA,ChargePoint Network,4,6,0.0,100.0,6.86
Suisun City,CA,Electrify America,1,6,100.0,0.0,6.86
Goleta,CA,Electrify America,1,6,100.0,0.0,6.57
Rosemead,CA,ChargePoint Network,3,6,0.0,100.0,6.71
El Monte,CA,eVgo Network,2,6,100.0,0.0,6.86
Temple City,CA,ChargePoint Network,3,6,0.0,100.0,6.57
Redwood City,CA,SYNERGEV,1,6,0.0,100.0,16.86
Orange,CA,EVGATEWAY,1,6,100.0,0.0,7.71
Santa Rosa,CA,Electrify America,1,6,100.0,0.0,6.29
Corona,CA,EVCS,1,6,100.0,0.0,7.29
Chino Hills,CA,EVCS,1,6,100.0,0.0,7.0
Los Angeles,CA,SHELL_RECHARGE,2,6,100.0,0.0,88.0
Cathedral City,CA,Non-Networked,1,6,66.67,33.33,6.86
Emeryville,CA,Tesla Destination,2,6,0.0,100.0,6.86
Montclair,CA,LOOP,1,6,0.0,100.0,6.86
Suisun City,CA,ChargePoint Network,3,6,0.0,100.0,6.43
Covina,CA,Electrify America,1,6,100.0,0.0,6.14
Chino Hills,CA,eVgo Network,1,6,100.0,0.0,6.57
Redlands,CA,Blink Network,2,6,33.33,66.67,6.86
Forestville,CA,ChargePoint Network,4,6,0.0,100.0,6.29
Dixon,CA,ChargePoint Network,4,6,33.33,66.67,6.14
Colton,CA,Electrify America,1,6,100.0,0.0,6.0
San Clemente,CA,LOOP,1,6,0.0,100.0,6.71
Tahoe City,CA,Tesla,1,6,100.0,0.0,7.57
Borrego Springs,CA,EVGATEWAY,1,6,100.0,0.0,7.43
Ceres,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Santa Cruz,CA,Electrify America,1,6,100.0,0.0,6.0
Porterville,CA,EV Connect,1,6,0.0,100.0,7.0
Yreka,CA,ChargePoint Network,4,6,33.33,66.67,6.0
South El Monte,CA,EV Connect,2,6,50.0,50.0,6.71
Coarsegold,CA,Non-Networked,2,6,0.0,100.0,6.71
Sacramento,CA,SWTCH,3,6,33.33,66.67,20.33
Simi Valley,CA,EVCS,1,6,66.67,33.33,6.71
Pinole,CA,eVgo Network,1,6,100.0,0.0,6.43
Soledad,CA,Blink Network,1,6,16.67,83.33,6.71
Chula Vista,CA,Non-Networked,3,6,0.0,100.0,6.57
McKinleyville,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Lafayette,CA,ChargePoint Network,4,6,0.0,100.0,6.0
Barstow,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,8.0
Oakland,CA,INTERTIE,1,6,0.0,100.0,11.5
Alameda,CA,Electrify America,1,6,100.0,0.0,6.0
Petaluma,CA,Blink Network,2,6,33.33,66.67,6.57
Huntington Park,CA,eVgo Network,1,6,100.0,0.0,6.29
Elk Grove,CA,SWTCH,1,6,0.0,100.0,18.29
Santa Clarita,CA,Electrify America,1,6,100.0,0.0,6.0
Modesto,CA,Tesla Destination,2,6,0.0,100.0,6.71
Fallbrook,CA,SWTCH,2,6,16.67,83.33,14.86
Sacramento,CA,AMPUP,1,6,0.0,100.0,7.29
Mount Shasta,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,7.57
Ojai,CA,Tesla Destination,1,6,0.0,100.0,6.57
El Cerrito,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Marina del Rey,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Monrovia,CA,CHAEVI,2,6,100.0,0.0,10.0
Selma,CA,Electrify America,2,6,66.67,33.33,6.0
Atherton,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Oakland,CA,Tesla Destination,2,6,0.0,100.0,6.43
Mojave,CA,ChargePoint Network,5,6,66.67,33.33,6.0
Whittier,CA,EVGATEWAY,3,6,0.0,100.0,7.14
Santa Nella,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,7.14
March Air Reserve Base,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Apple Valley,CA,eVgo Network,1,6,100.0,0.0,6.14
Corona,CA,Electrify America,2,6,66.67,33.33,6.0
Fontana,CA,EVGATEWAY,2,6,66.67,33.33,6.86
Brea,CA,LOOP,2,6,0.0,100.0,6.57
Santa Maria,CA,TURNONGREEN,1,6,0.0,100.0,7.71
Beaumont,CA,Blink Network,1,6,0.0,100.0,6.43
Van Nuys,CA,eVgo Network,1,6,100.0,0.0,6.0
Santa Rosa,CA,Non-Networked,2,6,0.0,100.0,6.43
Buena Park,CA,Electrify America,1,6,100.0,0.0,6.0
East Palo Alto,CA,Electrify America,1,6,100.0,0.0,6.0
Culver City,CA,eVgo Network,2,6,100.0,0.0,6.0
Rohnert Park,CA,CHARGENET,1,6,100.0,0.0,8.0
Lemon Grove,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Fairfield,CA,EV Connect,1,6,33.33,66.67,6.57
Bishop,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.86
Stockton,CA,SWTCH,1,6,0.0,100.0,11.86
Bishop,CA,Tesla Destination,1,6,0.0,100.0,6.29
Hermosa Beach,CA,Electrify America,1,6,100.0,0.0,6.0
Piedmont,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Westminster,CA,AMPUP,1,6,0.0,100.0,7.0
Soquel,CA,eVgo Network,1,6,100.0,0.0,6.0
Alpine,CA,eVgo Network,1,6,100.0,0.0,6.0
Rocklin,CA,Blink Network,2,6,0.0,100.0,6.29
Marina Del Rey,CA,EV Connect,2,6,0.0,100.0,6.43
Porterville,CA,EVCS,1,6,0.0,100.0,6.43
Palo Alto,CA,NOODOE,1,6,0.0,100.0,9.0
Sacramento,CA,SHELL_RECHARGE,1,6,100.0,0.0,74.33
Cathedral City,CA,Tesla Destination,2,6,0.0,100.0,6.14
Irvine,CA,Blink Network,2,6,0.0,100.0,6.14
Lee Vining,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.57
Del Monte Forest,CA,ChargePoint Network,4,6,33.33,66.67,6.0
Huntington Beach,CA,Tesla Destination,2,6,0.0,100.0,6.0
Sylmar,CA,AMPUP,6,6,0.0,100.0,6.71
Citrus Heights,CA,Electrify America,1,6,100.0,0.0,6.0
Crescent City,CA,Tesla,1,6,100.0,0.0,7.29
LaQuinta,CA,Electrify America,1,6,100.0,0.0,6.0
Duarte,CA,eVgo Network,1,6,100.0,0.0,6.0
Sanger,CA,EV Connect,1,6,0.0,100.0,6.29
San Martin,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Riverside,CA,FLASH,2,6,0.0,100.0,63.25
Norwalk,CA,eVgo Network,1,6,100.0,0.0,6.0
Buttonwillow,CA,Non-Networked,1,6,100.0,0.0,6.29
South Lake Tahoe,CA,ChargePoint Network,4,6,33.33,66.67,6.0
Shoshone,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.29
Lodi,CA,Non-Networked,2,6,0.0,100.0,6.14
Mammoth Lakes,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Ukiah,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Oxnard,CA,Electrify America,1,6,100.0,0.0,6.0
Chico,CA,Blink Network,2,6,0.0,100.0,6.0
San Fernando,CA,Tesla Destination,2,6,0.0,100.0,6.0
Newport Beach,CA,Non-Networked,2,6,0.0,100.0,6.0
Lakeside,CA,Tesla Destination,1,6,0.0,100.0,6.0
Laguna Niguel,CA,LOOP,1,6,0.0,100.0,6.43
Valencia,CA,Electrify America,1,6,100.0,0.0,6.0
Corral de Tierra,CA,POWERPORT_EVC,1,6,0.0,100.0,6.0
Boonville,CA,Non-Networked,1,6,0.0,100.0,6.0
Norco,CA,Blink Network,1,6,100.0,0.0,6.0
Kirkwood,CA,ChargePoint Network,3,6,0.0,100.0,6.0
El Centro,CA,EVGATEWAY,1,6,100.0,0.0,6.57
Truckee,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Corte Madera,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Chula Vista,CA,EV Connect,1,6,0.0,100.0,6.14
Barstow,CA,Non-Networked,1,6,100.0,0.0,6.0
Santa Clara,CA,EVMATCH,1,6,0.0,100.0,13.86
Mountain View,CA,Electrify America,1,6,100.0,0.0,6.0
Gardena,CA,eVgo Network,2,6,100.0,0.0,6.0
Crescent City,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
Crescent City,CA,Tesla Destination,1,6,0.0,100.0,6.0
Lemoore,CA,Tesla Destination,1,6,0.0,100.0,6.0
Wasco,CA,Non-Networked,1,6,0.0,100.0,6.0
Costa Mesa,CA,Electrify America,1,6,100.0,0.0,6.0
Newport Beach,CA,AMPUP,1,6,0.0,100.0,6.43
Stanton,CA,ChargePoint Network,5,6,16.67,83.33,6.0
Rocklin,CA,Electrify America,1,6,100.0,0.0,6.0
BELLFLOWER,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Yucca Valley,CA,eVgo Network,1,6,100.0,0.0,6.0
Hanford,CA,eVgo Network,1,6,100.0,0.0,6.0
Moreno Valley,CA,EV Connect,1,6,0.0,100.0,6.0
Long Beach,CA,Non-Networked,4,6,0.0,100.0,6.0
San Rafael,CA,LOOP,1,6,0.0,100.0,6.29
E. Palo Alto,CA,Blink Network,1,6,0.0,100.0,6.0
Ojai,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Winters,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Solvang,CA,ChargePoint Network,3,6,0.0,100.0,6.0
Santa Cruz,CA,EVGATEWAY,1,6,0.0,100.0,6.29
Malibu,CA,Tesla Destination,2,6,0.0,100.0,6.0
Lake Elsinore,CA,Electrify America,1,6,100.0,0.0,6.0
Orange,CA,FORD_CHARGE,1,6,100.0,0.0,6.0
Moreno Valley,CA,Blink Network,1,6,0.0,100.0,6.0
Oxnard,CA,Non-Networked,5,6,0.0,100.0,6.0
Alpine,CA,Non-Networked,1,6,0.0,100.0,6.0
Olema,CA,Tesla,1,6,100.0,0.0,7.0
Manteca,CA,RIVIAN_ADVENTURE,1,6,100.0,0.0,6.0
San Francisco,CA,VIALYNK,1,6,0.0,100.0,26.0
Santa Cruz,CA,AMPUP,1,6,0.0,100.0,6.29
Pismo Beach,CA,SWTCH,1,6,0.0,100.0,9.29
Fontana,CA,EV Connect,1,6,0.0,100.0,6.0
Campbell,CA,Non-Networked,1,6,0.0,100.0,6.0
Chula Vista,CA,eVgo Network,2,6,100.0,0.0,6.0
South San Francisco,CA,CHARGENET,1,6,100.0,0.0,7.33
